old_url,new_slug,hero_image,published_at,author
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-2-the-big-issue-carbon/,the-ultimate-guide-to-plastics-of-the-future-part-2-the-big-issue-carbon,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-3-plastics-and-recycling/,the-ultimate-guide-to-plastics-of-the-future-part-3-plastics-and-recycling,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-4-bioplastics/,the-ultimate-guide-to-plastics-of-the-future-part-4-bioplastics,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-5-biodegradable-and-compostable-plastics/,the-ultimate-guide-to-plastics-of-the-future-part-5-biodegradable-and-compostable-plastics,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-6-the-move-towards-bio-based-plastic-additives/,the-ultimate-guide-to-plastics-of-the-future-part-6-the-move-towards-bio-based-plastic-additives,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-7-the-potential-for-hemp-additives/,the-ultimate-guide-to-plastics-of-the-future-part-7-the-potential-for-hemp-additives,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-8-engineering-hemp-additives-for-plastics/,the-ultimate-guide-to-plastics-of-the-future-part-8-engineering-hemp-additives-for-plastics,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-plastics-of-the-future-part-9-sustainable-plastics-for-packaging/,the-ultimate-guide-to-plastics-of-the-future-part-9-sustainable-plastics-for-packaging,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/the-ultimate-guide-to-regenerative-agriculture/,the-ultimate-guide-to-regenerative-agriculture,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/tips-and-tricks-to-compounding-hemp-filler-with-nylon/,tips-and-tricks-to-compounding-hemp-filler-with-nylon,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/tips-and-tricks-to-compounding-hemp-filler-with-polyethylene/,tips-and-tricks-to-compounding-hemp-filler-with-polyethylene,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/tips-and-tricks-to-compounding-hemp-filler-with-polypropylene/,tips-and-tricks-to-compounding-hemp-filler-with-polypropylene,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/tips-and-tricks-to-compounding-hemp-filler-with-pvc/,tips-and-tricks-to-compounding-hemp-filler-with-pvc,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/top-3-ways-manufacturers-can-decarbonize-plastic-products/,top-3-ways-manufacturers-can-decarbonize-plastic-products,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-cotton-blends-composition-uses-and-benefits/,ultimate-guide-to-hemp-cotton-blends-composition-uses-and-benefits,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-linen-blends-uses-and-benefits/,ultimate-guide-to-hemp-linen-blends-uses-and-benefits,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-lyocell-blends-uses-and-benefits/,ultimate-guide-to-hemp-lyocell-blends-uses-and-benefits,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-polyester-blends-uses-and-benefits-copy/,ultimate-guide-to-hemp-polyester-blends-uses-and-benefits-copy,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-silk-blends-uses-and-benefits/,ultimate-guide-to-hemp-silk-blends-uses-and-benefits,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/ultimate-guide-to-hemp-wool-blends-uses-and-benefits/,ultimate-guide-to-hemp-wool-blends-uses-and-benefits,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-5-0-means-to-investors-in-the-new-era-of-sustainability/,what-5-0-means-to-investors-in-the-new-era-of-sustainability,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-is-hemp-seed-oil-and-how-can-it-benefit-the-chemicals-market/,what-is-hemp-seed-oil-and-how-can-it-benefit-the-chemicals-market,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-is-hemp-stalk-how-is-it-processed-into-different-applications/,what-is-hemp-stalk-how-is-it-processed-into-different-applications,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-is-mass-balance-understanding-carbon-neutrality-and-science-based-targets/,what-is-mass-balance-understanding-carbon-neutrality-and-science-based-targets,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-is-polyhemp-how-can-it-be-used-and-where-do-i-get-it/,what-is-polyhemp-how-can-it-be-used-and-where-do-i-get-it,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/what-is-the-difference-between-bioplastics-and-bio-based-additives/,what-is-the-difference-between-bioplastics-and-bio-based-additives,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/why-future-investors-will-focus-on-materials-innovation/,why-future-investors-will-focus-on-materials-innovation,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/why-innovation-is-crucial-to-a-5-0-world/,why-innovation-is-crucial-to-a-5-0-world,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/why-innovation-is-crucial-to-our-carbon-neutral-future/,why-innovation-is-crucial-to-our-carbon-neutral-future,hero.svg,2024-06-01,"Heartland Industries"
https://heartland.io/sustainability-news/wood-flour-alternative-cutting-down-trees-is-not-sustainable/,wood-flour-alternative-cutting-down-trees-is-not-sustainable,hero.svg,2024-06-01,"Heartland Industries"
